date,symbol,open,high,low,close,volume,daily_return,ma7,ma20,ma50,volatility,momentum_score
2024-12-19,TATAMOTORS,952.26,953.26,949.74,952.09,3320894,-0.0179,928.71,925.62,891.39,1.6749,2.8597
2024-12-20,TATAMOTORS,935.55,938.54,933.37,935.18,3570953,-0.0395,928.89,927.52,892.9,1.5222,0.8259
2024-12-23,TATAMOTORS,940.37,940.78,937.19,938.91,2272461,-0.1553,930.53,929.27,895.11,1.416,1.0374
2024-12-24,TATAMOTORS,920.49,928.32,915.85,923.11,3051232,0.2846,930.8,929.76,896.87,1.3669,-0.7152
2024-12-25,TATAMOTORS,930.34,935.17,926.78,931.99,2824717,0.1774,933.34,930.78,898.37,1.286,0.13
2024-12-26,TATAMOTORS,927.25,933.62,924.62,931.87,3719617,0.4982,933.72,931.77,899.43,1.1956,0.0107
2024-12-27,TATAMOTORS,925.44,929.02,924.86,928.89,1054680,0.3728,934.58,932.74,900.15,1.0571,-0.4128
2024-12-30,TATAMOTORS,957.71,957.77,950.8,953.91,2175690,-0.3968,934.84,933.92,901.82,1.1683,2.1404
2024-12-31,TATAMOTORS,936.84,942.39,931.4,940.39,1901534,0.3789,935.58,934.42,903.08,1.174,0.6389
2025-01-01,TATAMOTORS,954.36,956.31,950.35,952.92,3924451,-0.1509,937.58,934.73,904.34,1.2219,1.946
2025-01-02,TATAMOTORS,939.85,944.48,934.31,937.02,2983220,-0.3011,939.57,934.7,905.96,1.2209,0.2482
2025-01-03,TATAMOTORS,943.99,945.88,936.94,939.58,2866112,-0.4672,940.65,934.57,908.06,1.2135,0.5361
2025-01-06,TATAMOTORS,918.63,925.85,910.9,915.21,1529583,-0.3723,938.27,934.05,909.33,1.2841,-2.017
2025-01-07,TATAMOTORS,900.72,902.98,898.29,902.07,1749927,0.1499,934.44,931.6,909.99,1.424,-3.1698
2025-01-08,TATAMOTORS,904.51,904.97,896.51,900.64,2712895,-0.4279,926.83,929.94,911.22,1.6067,-3.1507
2025-01-09,TATAMOTORS,935.51,942.45,934.09,937.83,2522362,0.248,926.47,930.46,912.88,1.6154,0.7921
2025-01-10,TATAMOTORS,944.25,944.77,940.14,940.15,2267023,-0.4342,924.64,931.4,914.55,1.6119,0.9394
2025-01-13,TATAMOTORS,974.69,976.59,973.52,975.51,4049234,0.0841,930.14,934.47,916.63,1.8607,4.3918
2025-01-14,TATAMOTORS,979.84,988.7,974.15,980.51,2598174,0.0684,935.99,937.03,919.04,2.1491,4.6402
2025-01-15,TATAMOTORS,975.48,978.64,965.48,972.36,3398239,-0.3198,944.15,939.51,921.04,2.2685,3.4965
2025-01-16,TATAMOTORS,1004.29,1011.66,998.28,1006.35,2994725,0.2051,959.05,942.22,923.38,2.754,6.8063
2025-01-17,TATAMOTORS,1017.14,1017.33,1013.66,1016.38,2609988,-0.0747,975.58,946.28,926.06,3.2449,7.408
2025-01-20,TATAMOTORS,997.59,1006.22,996.92,1002.23,3853437,0.4651,984.78,949.45,928.45,3.4839,5.559
2025-01-21,TATAMOTORS,1014.22,1015.38,1009.67,1012.98,3944515,-0.1223,995.19,953.94,931.3,3.7046,6.1891
2025-01-22,TATAMOTORS,1011.13,1013.66,999.89,1006.66,3562169,-0.4421,999.64,957.67,933.37,3.8439,5.1155
2025-01-23,TATAMOTORS,964.18,964.72,960.86,963.45,4249353,-0.0757,997.2,959.25,934.62,3.7864,0.4378
2025-01-24,TATAMOTORS,981.16,986.74,975.23,983.88,4791260,0.2772,998.85,962.0,936.63,3.7403,2.2744
2025-01-27,TATAMOTORS,1005.35,1008.39,1004.05,1008.29,3494206,0.2924,999.12,964.72,939.41,3.8732,4.5163
2025-01-28,TATAMOTORS,1049.49,1052.11,1044.17,1050.47,3548290,0.0934,1003.99,970.22,942.98,4.2748,8.2713
2025-01-29,TATAMOTORS,1060.98,1061.35,1058.09,1060.6,2955099,-0.0358,1012.33,975.61,946.46,4.7013,8.7115
2025-01-30,TATAMOTORS,1050.46,1058.52,1040.24,1055.01,3208441,0.4331,1018.34,981.51,950.34,4.908,7.4885
2025-01-31,TATAMOTORS,1076.15,1080.8,1071.33,1074.97,2535435,-0.1097,1028.1,988.28,953.89,5.1986,8.7718
2025-02-03,TATAMOTORS,1092.01,1099.7,1087.71,1095.67,2073969,0.3352,1046.98,997.3,957.73,5.381,9.8636
2025-02-04,TATAMOTORS,1138.47,1141.51,1132.72,1136.47,2953500,-0.1757,1068.78,1009.02,962.19,5.6736,12.6311
2025-02-05,TATAMOTORS,1139.69,1140.03,1134.53,1135.6,3773103,-0.3589,1086.97,1020.77,966.67,5.6762,11.2494
2025-02-06,TATAMOTORS,1133.09,1139.86,1131.05,1131.7,2031506,-0.1227,1098.57,1030.46,971.06,5.777,9.8247
2025-02-07,TATAMOTORS,1112.88,1119.04,1100.97,1114.15,2674056,0.1141,1106.22,1039.16,975.16,5.6141,7.2164
2025-02-10,TATAMOTORS,1122.84,1131.81,1120.62,1127.76,2701612,0.4382,1116.62,1046.77,979.1,5.6859,7.7371
2025-02-11,TATAMOTORS,1089.76,1091.32,1085.46,1089.95,2785051,0.0174,1118.76,1052.25,982.29,5.5234,3.5828
2025-02-12,TATAMOTORS,1104.16,1110.25,1098.2,1109.13,2727923,0.4501,1120.68,1059.08,985.55,5.3104,4.7258
2025-02-13,TATAMOTORS,1124.9,1130.61,1121.91,1123.94,3692428,-0.0853,1118.89,1064.96,989.27,5.3132,5.5382
2025-02-14,TATAMOTORS,1134.18,1140.85,1133.94,1138.88,3844208,0.4144,1119.36,1071.09,993.21,5.384,6.3291
2025-02-17,TATAMOTORS,1146.49,1151.63,1136.82,1142.64,3555290,-0.3358,1120.92,1078.11,997.55,5.3231,5.9855
2025-02-18,TATAMOTORS,1179.22,1185.69,1178.5,1182.42,2402127,0.2714,1130.67,1086.58,1002.17,5.4968,8.8203
2025-02-19,TATAMOTORS,1208.47,1208.95,1203.45,1205.78,2996516,-0.2226,1141.82,1096.54,1007.61,5.6767,9.9622
2025-02-20,TATAMOTORS,1187.43,1191.51,1185.15,1189.93,757566,0.2105,1156.1,1107.86,1012.86,5.1589,7.408
2025-02-21,TATAMOTORS,1169.64,1187.47,1167.22,1174.76,3661729,0.4377,1165.48,1117.41,1017.93,4.5608,5.1324
2025-02-24,TATAMOTORS,1148.7,1158.52,1145.66,1152.33,2328906,0.316,1169.53,1124.61,1022.69,3.9568,2.4649
2025-02-25,TATAMOTORS,1163.03,1172.1,1155.42,1166.77,1616234,0.3216,1173.52,1130.42,1027.44,3.6993,3.2156
2025-02-26,TATAMOTORS,1146.14,1149.84,1141.43,1141.44,3336597,-0.4101,1173.35,1134.46,1031.81,3.3927,0.6153
2025-02-27,TATAMOTORS,1167.01,1171.75,1165.33,1169.47,3459963,0.2108,1171.5,1140.19,1036.16,3.0116,2.568
2025-02-28,TATAMOTORS,1200.04,1207.22,1200.01,1204.56,3516684,0.3767,1171.32,1146.67,1041.55,2.9305,5.0485
2025-03-03,TATAMOTORS,1178.58,1189.59,1170.37,1181.58,2661932,0.2545,1170.13,1150.96,1046.4,2.7979,2.6604
2025-03-04,TATAMOTORS,1178.93,1185.36,1176.02,1177.0,2519504,-0.1637,1170.45,1152.99,1051.48,2.8202,2.0824
2025-03-05,TATAMOTORS,1172.03,1181.16,1165.9,1177.7,2989321,0.4838,1174.07,1155.09,1056.4,2.8304,1.9574
2025-03-06,TATAMOTORS,1204.61,1206.22,1197.43,1201.29,5098531,-0.2756,1179.01,1158.57,1061.78,2.9138,3.6873
2025-03-07,TATAMOTORS,1239.56,1255.35,1232.63,1245.22,2554513,0.4566,1193.83,1165.13,1068.11,3.1949,6.8739
2025-03-10,TATAMOTORS,1202.02,1208.72,1192.96,1199.82,3097621,-0.183,1198.17,1168.73,1073.03,3.1576,2.6602
2025-03-11,TATAMOTORS,1192.97,1201.51,1188.12,1191.66,1991334,-0.1098,1196.32,1173.82,1078.05,2.7416,1.5198
2025-03-12,TATAMOTORS,1182.72,1191.58,1178.91,1184.92,3334851,0.186,1196.8,1177.61,1082.69,2.4121,0.6207
2025-03-13,TATAMOTORS,1143.36,1151.78,1142.74,1148.95,3973861,0.4889,1192.79,1178.86,1086.93,2.2392,-2.5372
2025-03-14,TATAMOTORS,1138.88,1141.2,1128.64,1136.92,2923251,-0.1721,1186.97,1178.76,1090.88,2.2529,-3.5495
2025-03-17,TATAMOTORS,1151.74,1154.88,1142.75,1148.02,2736577,-0.323,1179.36,1179.03,1095.54,2.2219,-2.6301
2025-03-18,TATAMOTORS,1145.61,1152.45,1135.7,1141.21,1771994,-0.3841,1164.5,1176.97,1100.32,2.3368,-3.0383
2025-03-19,TATAMOTORS,1107.01,1119.97,1097.42,1103.04,2916503,-0.3586,1150.67,1171.83,1104.37,2.6614,-5.8703
2025-03-20,TATAMOTORS,1178.03,1183.4,1175.24,1175.9,927130,-0.1808,1148.42,1171.13,1109.13,2.6397,0.4073
2025-03-21,TATAMOTORS,1188.64,1188.96,1183.0,1183.13,2235888,-0.4636,1148.17,1171.55,1113.99,2.648,0.9884
2025-03-24,TATAMOTORS,1188.73,1196.27,1184.14,1186.34,3760753,-0.2011,1153.51,1173.25,1118.2,2.6291,1.1157
2025-03-25,TATAMOTORS,1156.5,1162.32,1156.49,1158.07,1933242,0.1358,1156.53,1172.81,1121.76,2.6435,-1.2568
2025-03-26,TATAMOTORS,1160.63,1172.78,1155.24,1165.05,925004,0.3808,1158.96,1173.99,1125.61,2.5711,-0.7615
2025-03-27,TATAMOTORS,1161.07,1162.24,1156.78,1161.08,2241416,0.0009,1161.8,1173.57,1128.7,2.5826,-1.0643
2025-03-28,TATAMOTORS,1108.48,1120.68,1105.96,1113.72,3698036,0.4727,1163.33,1169.03,1130.65,2.7518,-4.7313
2025-03-31,TATAMOTORS,1091.6,1096.02,1086.64,1087.85,3218265,-0.3435,1150.75,1164.34,1132.36,3.156,-6.5694
2025-04-01,TATAMOTORS,1105.81,1107.82,1100.48,1107.46,1892009,0.1492,1139.94,1160.87,1134.25,3.3357,-4.6009
2025-04-02,TATAMOTORS,1151.32,1157.36,1150.25,1156.5,3664492,0.4499,1135.68,1159.81,1137.25,3.3219,-0.2854
2025-04-03,TATAMOTORS,1167.92,1174.93,1160.45,1166.23,2522290,-0.1447,1136.84,1158.05,1141.3,3.2226,0.7064
2025-04-04,TATAMOTORS,1198.01,1199.59,1194.02,1195.38,1642466,-0.2195,1141.17,1155.56,1145.53,2.817,3.4459
2025-04-07,TATAMOTORS,1187.58,1191.95,1186.26,1191.53,4275722,0.3326,1145.52,1155.15,1149.2,2.7709,3.1494
2025-04-08,TATAMOTORS,1186.15,1200.03,1182.75,1189.52,2401356,0.2841,1156.35,1155.04,1151.98,2.7603,2.9852
2025-04-09,TATAMOTORS,1217.72,1219.91,1209.92,1218.93,3493912,0.0994,1175.08,1156.74,1155.15,2.9713,5.3763
2025-04-10,TATAMOTORS,1269.4,1271.35,1259.89,1265.0,2744806,-0.3466,1197.58,1162.54,1159.35,3.6081,8.8135
2025-04-11,TATAMOTORS,1296.33,1307.44,1292.85,1302.33,1737202,0.4628,1218.42,1170.81,1163.89,4.4227,11.2332
2025-04-14,TATAMOTORS,1271.91,1281.01,1270.2,1272.19,3929585,0.022,1233.55,1177.02,1167.42,4.7717,8.0857
2025-04-15,TATAMOTORS,1268.26,1287.01,1267.37,1270.59,3929015,0.1837,1244.3,1183.49,1170.11,5.0014,7.3596
2025-04-16,TATAMOTORS,1276.59,1286.16,1272.46,1278.73,3634645,0.1676,1256.76,1192.28,1172.97,5.0037,7.2508
2025-04-17,TATAMOTORS,1269.51,1273.18,1265.28,1271.68,2790659,0.1709,1268.49,1197.07,1175.77,5.1851,6.2327
2025-04-18,TATAMOTORS,1286.26,1293.98,1270.17,1282.96,3032682,-0.2566,1277.64,1202.06,1179.15,5.3943,6.7301
2025-04-21,TATAMOTORS,1303.62,1311.61,1299.98,1306.82,780455,0.2455,1283.61,1208.08,1182.73,5.6935,8.1733
2025-04-22,TATAMOTORS,1331.12,1339.12,1329.5,1336.51,3943012,0.4049,1288.5,1217.0,1187.66,6.029,9.82
2025-04-23,TATAMOTORS,1387.29,1389.96,1384.81,1387.74,3697009,0.0324,1305.0,1228.14,1193.23,6.6376,12.9953
2025-04-24,TATAMOTORS,1384.26,1386.27,1374.99,1377.96,3443179,-0.4551,1320.34,1238.98,1198.31,6.9741,11.2173
2025-04-25,TATAMOTORS,1337.28,1337.3,1323.48,1337.21,1826856,-0.0052,1328.7,1250.16,1202.28,6.7005,6.9631
2025-04-28,TATAMOTORS,1345.96,1361.08,1336.8,1348.19,3267165,0.1657,1339.63,1263.17,1206.39,6.1106,6.7307
2025-04-29,TATAMOTORS,1407.41,1409.24,1400.63,1406.02,2489154,-0.0988,1357.21,1278.1,1210.86,5.8136,10.0086
2025-04-30,TATAMOTORS,1390.2,1396.9,1389.81,1391.55,1560848,0.0971,1369.31,1289.85,1214.58,5.6307,7.8846
2025-05-01,TATAMOTORS,1416.66,1419.53,1406.15,1413.23,2956938,-0.2421,1380.27,1302.2,1219.04,5.4901,8.5263
2025-05-02,TATAMOTORS,1436.63,1446.91,1428.27,1435.53,2890118,-0.0766,1387.1,1314.21,1224.26,5.5366,9.2314
2025-05-05,TATAMOTORS,1445.6,1450.6,1434.66,1441.97,2415224,-0.2511,1396.24,1326.73,1230.05,5.4332,8.686
2025-05-06,TATAMOTORS,1448.75,1451.47,1436.19,1442.52,3132248,-0.43,1411.29,1339.38,1235.56,5.1416,7.7006
2025-05-07,TATAMOTORS,1408.18,1418.34,1404.02,1413.61,1275271,0.3856,1420.63,1349.12,1241.01,4.786,4.7802
2025-05-08,TATAMOTORS,1347.03,1351.35,1338.35,1344.18,2944912,-0.2116,1411.8,1353.08,1244.5,4.5447,-0.6578
2025-05-09,TATAMOTORS,1315.43,1321.27,1309.52,1311.75,2687875,-0.2798,1400.4,1353.55,1246.65,4.5155,-3.0882
2025-05-12,TATAMOTORS,1294.93,1303.52,1288.16,1300.74,3833206,0.4487,1384.33,1354.97,1249.03,4.386,-4.0023
2025-05-13,TATAMOTORS,1336.86,1341.94,1332.12,1333.09,3408091,-0.282,1369.69,1358.1,1252.15,4.147,-1.8415
2025-05-14,TATAMOTORS,1332.83,1335.99,1317.47,1330.35,3184988,-0.1861,1353.75,1360.68,1255.2,3.9399,-2.229
2025-05-15,TATAMOTORS,1311.2,1324.79,1309.85,1315.43,3495879,0.3226,1335.59,1362.87,1257.49,3.7123,-3.4809
2025-05-16,TATAMOTORS,1289.71,1291.07,1282.87,1290.0,2190007,0.0225,1317.93,1363.22,1258.38,3.67,-5.3711
2025-05-19,TATAMOTORS,1311.71,1313.57,1299.24,1309.22,2781808,-0.1898,1312.94,1363.34,1260.57,3.6594,-3.9697
2025-05-20,TATAMOTORS,1349.13,1362.43,1347.91,1349.57,3453256,0.0326,1318.34,1363.99,1263.73,3.6368,-1.0572
2025-05-21,TATAMOTORS,1388.91,1397.79,1381.55,1382.09,3746617,-0.491,1329.96,1363.71,1267.67,3.6283,1.3478
2025-05-22,TATAMOTORS,1407.98,1413.4,1397.37,1401.11,1602201,-0.4879,1339.68,1364.87,1272.71,3.6705,2.6552
2025-05-23,TATAMOTORS,1354.21,1361.6,1351.62,1356.32,4097906,0.1558,1343.39,1365.82,1277.1,3.6405,-0.6956
2025-05-26,TATAMOTORS,1339.88,1348.1,1336.16,1346.1,3077966,0.4642,1347.77,1365.72,1281.06,3.6438,-1.4366
2025-05-27,TATAMOTORS,1401.94,1414.29,1398.18,1405.82,1804670,0.2768,1364.32,1365.71,1286.36,3.6432,2.9369
2025-05-28,TATAMOTORS,1434.94,1443.33,1421.29,1441.56,3743646,0.4613,1383.22,1368.21,1293.13,3.8235,5.361
2025-05-29,TATAMOTORS,1396.19,1396.7,1391.27,1393.57,1589385,-0.1877,1389.51,1367.23,1297.48,3.7742,1.9265
2025-05-30,TATAMOTORS,1391.18,1404.03,1390.37,1392.17,2361998,0.0712,1390.95,1365.06,1301.66,3.6224,1.986
2025-06-02,TATAMOTORS,1405.09,1405.7,1402.69,1403.75,3265880,-0.0954,1391.33,1363.15,1306.01,3.4477,2.9784
2025-06-03,TATAMOTORS,1386.61,1391.15,1374.43,1380.54,3974155,-0.4378,1394.79,1360.05,1310.46,3.1905,1.5066
2025-06-04,TATAMOTORS,1311.95,1315.35,1310.67,1311.93,3669913,-0.0015,1389.91,1354.96,1313.4,3.1542,-3.1757
2025-06-05,TATAMOTORS,1319.49,1324.67,1312.37,1315.11,2820725,-0.3319,1376.95,1353.51,1316.48,3.222,-2.8371
2025-06-06,TATAMOTORS,1289.33,1293.93,1289.23,1292.64,1738738,0.2567,1355.67,1352.56,1320.06,3.3098,-4.4301
2025-06-09,TATAMOTORS,1274.86,1275.65,1264.78,1270.66,3512942,-0.3294,1338.11,1351.05,1323.71,3.4822,-5.9502
2025-06-10,TATAMOTORS,1266.49,1268.65,1257.84,1261.0,3852949,-0.4335,1319.38,1347.45,1326.78,3.7911,-6.4158
2025-06-11,TATAMOTORS,1256.72,1259.25,1253.58,1257.55,2937763,0.066,1298.49,1343.81,1328.8,4.0797,-6.4191
2025-06-12,TATAMOTORS,1259.03,1260.88,1251.97,1257.59,3695570,-0.1144,1280.93,1340.92,1330.63,4.3136,-6.2144
2025-06-13,TATAMOTORS,1234.18,1239.3,1229.63,1233.46,3369044,-0.0583,1269.72,1338.09,1331.39,4.612,-7.8194
2025-06-16,TATAMOTORS,1232.49,1233.63,1225.4,1227.74,2863328,-0.3854,1257.23,1334.01,1332.12,4.9656,-7.9662
2025-06-17,TATAMOTORS,1175.75,1185.1,1169.03,1181.09,4364073,0.4542,1241.3,1325.59,1331.95,5.6106,-10.9008
2025-06-18,TATAMOTORS,1192.12,1197.56,1184.75,1189.53,2619425,-0.2173,1229.71,1315.96,1331.36,6.0028,-9.6074
2025-06-19,TATAMOTORS,1112.05,1121.75,1109.83,1116.79,3501663,0.4262,1209.11,1301.75,1328.4,6.7557,-14.2086
2025-06-20,TATAMOTORS,1111.74,1114.27,1105.88,1109.9,3671337,-0.1655,1188.01,1289.42,1324.55,7.5008,-13.9225
2025-06-23,TATAMOTORS,1138.6,1141.02,1130.33,1133.01,3219065,-0.491,1170.22,1278.77,1321.76,7.957,-11.3985
2025-06-24,TATAMOTORS,1112.17,1122.31,1105.59,1106.96,3046958,-0.4685,1152.15,1263.83,1318.49,8.2314,-12.4123
2025-06-25,TATAMOTORS,1122.88,1128.97,1121.0,1124.95,3565227,0.1843,1137.46,1248.0,1315.42,7.9772,-9.8598
2025-06-26,TATAMOTORS,1152.53,1154.48,1151.86,1154.42,4369513,0.164,1133.65,1236.04,1313.07,7.7203,-6.6033
2025-06-27,TATAMOTORS,1074.38,1076.62,1073.0,1073.02,2094336,-0.1266,1117.01,1220.08,1308.87,7.7556,-12.0533
2025-06-30,TATAMOTORS,1074.05,1077.62,1065.82,1069.67,1808775,-0.4078,1110.28,1203.38,1304.13,7.4676,-11.1112
2025-07-01,TATAMOTORS,999.83,1005.0,997.62,1003.82,3181349,0.3991,1095.12,1184.54,1297.47,7.6194,-15.2566
2025-07-02,TATAMOTORS,1004.48,1005.19,999.84,1001.42,2527486,-0.3046,1076.32,1169.02,1289.75,8.0259,-14.3368
2025-07-03,TATAMOTORS,1005.63,1013.52,999.28,1001.5,4448442,-0.4107,1061.26,1153.34,1282.22,8.1787,-13.1652
2025-07-04,TATAMOTORS,943.66,948.34,939.2,948.07,2821942,0.4673,1035.99,1136.11,1274.44,8.7054,-16.5512
2025-07-07,TATAMOTORS,992.84,994.7,982.12,989.64,4089222,-0.3223,1012.45,1122.06,1267.27,8.8001,-11.8015
2025-07-08,TATAMOTORS,995.98,997.7,995.08,996.17,1880386,0.0191,1001.47,1108.82,1259.07,8.7362,-10.1594
2025-07-09,TATAMOTORS,982.19,983.81,973.87,977.81,3866962,-0.4459,988.35,1094.83,1250.79,8.6249,-10.6884
2025-07-10,TATAMOTORS,1006.02,1011.82,1003.51,1010.34,2200716,0.4294,989.28,1082.47,1242.74,8.1259,-6.6635
